PARTH. GR.	Parthenius	 I/II d. C. 	 	 grammaticus 	 	 	 	 	 				
PARTH.	Parthenius	 I a. C. 	 	 mythographus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta poetica 	 	 	 				
PATROCLES	Patrocles	 III a. C. 	 	 historicus	 	 	 	 	 				
PATROCL.	Patrocles Thurius	 IV a. C. 	 	 tragicus 	 	 	 	 	 				
PAULIN.	Paulinus Nolanus	 V d. C. 	 	 episcopus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	V. Ambr 	Vita Ambrosii 	 	 	 				
PAULIN. TYR.	Paulinus Tyrius	 IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
	 	 	 	 	Symb 	Symbolum 	 	 	 				
PAULUS	Paulus	 	 	 grammaticus latinus	 	 	 	 	 				
PAUL. AEG.	Paulus Aegineta	 VII d. C. 	 	 medicus 	 	 	 	 	 				
PAUL. AL.	Paulus Alexandrinus	 IV d. C. 	 	 astrologus 	 	 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
PAUL. EL.	Paulus Eleusensis	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	V. Thgn 	Vita Theognii 	 	 	 				
PAUL. EM.	Paulus Emesenus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
	 	 	 	 	Hom 	Homiliae 	 	 	 				
PAUL. SAM.	Paulus Samosatenus	 III d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
PAUL. SIL.	Paulus Silentiarius	 VI d. C. 	 	 epigrammaticus 	 	 	 	 	 				
	 	 	 	 	Ambo 	Descriptio Ambonis 	 	 	 				
	 	 	 	 	Soph 	descriptio Sanctae Sophiae 	 	 	 				
	 	 	 	 	Therm. Pyth 	in thermas Pythicas 	 	 	 				
PAUS. GR.	Pausanias	 II a. C. 	 	 grammaticus 	 	 	 	 	 				
PAUS.	Pausanias	 II d. C. 	 	 periegeta 	 	 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
PAUSANIAS	Pausanias	 V a. C. 	 	 rex, epistolographus	 	 	 	 	 				
PAUS. DAM.	Pausanias Damascenus	 IV d. C. 	 	 historicus 	 	 	 	 	 				
PECT. EPITAPH.	Pectorii epitaphium	 II/III d. C. 	 	 	 	 	 	 	 				
PEDIASIM.	Pediasimus	 	 	 mythographus 	 	 	 	 	 				
PELAG. ALCH.	Pelagius	 III d. C. 	 	 alchemista 	 	 	 	 	 				
PELAGON.	Pelagonius	 IV d. C. 	 	 ueterinarius 	 	 	 	 	 				
PEMPEL.	Pempelus	 III/II a. C. 	 	 philosophus 	 	 	 	 	 				
PERIANDER	Periander	 VII/	 	 philosophus	 	 	 	 	 				
PERICT.	Perictione	 III a. C. ?	 	 philosopha pythagorica 	 	 	 	 	 				
PERIPL. M. EUX.	Periplus Maris Euxini	 	 	 	 	 	 	 	 				
PERIPLUS MARIS MAGNI	Periplus Maris Magni	 	 		 	 	 	 	 				
PERIPL. M. RUBRI	Periplus Maris Rubri	 I d. C. 	 	 	 	 	 	 	 				
PERITAS	Peritas	 	 	 epigrammaticus	 	 	 	 	 				
PERS. STOIC.	Persaeus Citieus	 III a. C. 	 	 stoicus 	 	 	 	 	 				
	 	 	 	 	Fr. Hist 	Fragmenta historica 	 	 	 				
PERS.	Perses	 IV a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PERS. $2	Persicis, Narratio de Rebus	 V/VI d. C. 	 	 	 	 	 	 	 				
PERS. $3	Persius	 I d. C. 	 	 poeta latinus 	 	 	 	 	 				
PET. AR.	Petitiones Arianorum	 IV d. C. 	 	 	 	 	 	 	 				
PETOS.	Petosiris	 	 	 astrologus 	 	 	 	 	 				
PETRO	Petro	 VI a. C. 	 	 pythagoricus	 	 	 	 	 				
PETRON.	Petronius Arbiter	 I d. C. 	 	 scriptor latinus 	 	 	 	 	 				
PETR. I AL.	Petrus I Alexandrinus	 III/IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	An 	Fragmentum de anima 	 	 	 				
	 	 	 	 	D 	Fragmenta de deitate 	 	 	 				
	 	 	 	 	Ep. Can 	Epistula canonica 	 	 	 				
	 	 	 	 	Ep. Fest 	Epistula Festalis 	 	 	 				
	 	 	 	 	Ep. Cler 	Epistula ad clericos suos 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Pasch 	Fragmentum de Paschate 	 	 	 				
PETR. II AL.	Petrus II Alexandrinus	 IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Encycl 	Fragmentum epistulae encyclicae 	 	 	 				
PETR. FULL.	Petrus Antiochenus Fullo	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep. Ac 	Epistula ad Acacium Constantinopolitanum 	 	 	 				
PETR. MONG.	Petrus Mongus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
PETR. MYR.	Petrus Myrensis	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Apoll 	Fragmentum orationis contra Apollinarem Laodicenum 	 	 	 				
PETR. PATR.	Petrus Patricius	 VI d. C. 	 	 historicus 	 	 	 	 	 				
PETR. RAU.	Petrus Rauennensis	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Eutychen 	 	 	 				
PETR. SEB.	Petrus Sebastenus	 IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Gregorium Nyssenum fratrem 	 	 	 				
PETR. TRAI.	Petrus Traianopolitanus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Poenit 	Libellus poenitentiae 	 	 	 				
PHACELLUS	Phacellus	 	 	 epigrammaticus	 	 	 	 	 				
PHAEDIM.	Phaedimus	 III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHAEDO ELIDENSIS	Phaedo Elidensis	 	 	 philosophus	 	 	 	 	 				
PHAED.	Phaedrus	 I d. C. 	 	 fabularum scriptor 	 	 	 	 	 				
PHAENNIS	Phaennis	 III a. C. 	 	 uates	 	 	 	 	 				
PHAENN.	Phaennus	 III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHAEST.	Phaestus	 heleníst. 	 	 epicus 	 	 	 	 	 				
PHAL.	Phalaecus	 III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHALAR.	Phalaris	 VI a. C. 	 	 epistolographus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
PHAN.	Phanias	 III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHAN. $2	Phanias	 IV/III a. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Fr. Hist 	Fragmenta historica 	 	 	 				
PHANOCL.	Phanocles	 III a. C. 	 	 elegiacus 	 	 	 	 	 				
PHANOD.	Phanodemus	 IV a. C. 	 	 historicus 	 	 	 	 	 				
PHANODICUS	Phanodicus	 II a. C. 	 	 historicus	 	 	 	 	 				
PHERECR.	Pherecrates	 V a. C. 	 	 comicus 	 	 	 	 	 				
PHERECYD.	Pherecydes Atheniensis	 VI/V a. C. 	 	 historicus 	 	 	 	 	 				
PHERECYD. LER.	Pherecydes Lerius	 heleníst. 	 	 historicus 	 	 	 	 	 				
PHERECYD. SYR.	Pherecydes Syrius	 VI a. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
PHERENICUS	Pherenicus	 I a. C. /	 	 epicus	 	 	 	 	 				
PHIDALIUS	Phidalius	 	 	 historicus	 	 	 	 	 				
PHILAENIS SAMIA	Philaenis Samia	 IV a. C. 	 	 rerum eroticarum scriptor	 	 	 	 	 				
PHILAGRIUS	Philagrius	 	 		 	 	 	 	 				
PHILAGR.	Philagrius	 III/IV d. C. 	 	 medicus 	 	 	 	 	 				
PHIL. THM.	Phileas Thmuitanus	 III/IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Thmuitas 	 	 	 				
PHILEM.	Philemo	 IV/III a. C. 	 	 comicus 	 	 	 	 	 				
PHILEMO	Philemo	 III/II a. C. 	 	 lexicographus	 	 	 	 	 				
PHILEM. IUN.	Philemo Iunior	 III a. C. 	 	 comicus 	 	 	 	 	 				
PHILEM. III	Philemo III	 II a. C. 	 	 comicus 	 	 	 	 	 				
PHILETAER.	Philetaerus	 IV a. C. 	 	 comicus 	 	 	 	 	 				
PHILET.	Philetas	 IV/III a. C. 	 	 grammaticus et poeta 	 	 	 	 	 				
	 	 	 	 	Fr. Gramm 	Fragmenta grammatica 	 	 	 				
	 	 	 	 	Fr. Poet 	Fragmenta poetica 	 	 	 				
PHILETAS SAMIUS	Philetas Samius	 	 	 epigrammaticus	 	 	 	 	 				
PHILIADES MEGAREUS	Philiades Megareus	 	 	 lyricus	 	 	 	 	 				
PHILIC.	Philicus	 III a. C. 	 	 lyricus 	 	 	 	 	 				
PHILINN.	Philinna Thessala	 a. I a. C. 	 	 poeta 	 	 	 	 	 				
PHILINUS	Philinus	 III a. C. 	 	 historicus	 	 	 	 	 				
PHILINUS COUS	Philinus Cous	 III a. C. 	 	 medicus	 	 	 	 	 				
PHILIPPID.	Philippides	 IV/III a. C. 	 	 comicus 	 	 	 	 	 				
PHILIPP. COM.	Philippus	 IV a. C. 	 	 comicus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta historica 	 	 	 				
PHIL.	Philippus	 I d. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHILIPP. MACED.	Philippus Macedoniae Rex	 IV a. C. 	 	 epistolographus 	 	 	 	 	 				
PHILIPPUS . . . P.	Philippus V Macedoniae rex	 III/II a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHILIPP. PERG.	Philippus Pergameus	 d. C. 	 	 historicus 	 	 	 	 	 				
PHILIPP. SID.	Philippus Sidetes	 V d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta christianae historiae 	 	 	 				
PHILIPP. THEANG.	Philippus Theangelius	 III a. C. 	 	 historicus 	 	 	 	 	 				
PHILISC. COM.	Philiscus	 IV a. C. 	 	 comicus 	 	 	 	 	 				
PHILISC. TRAG.	Philiscus Aegineta	 IV a. C. 	 	 tragicus 	 	 	 	 	 				
PHILISC. EPIGR.	Philiscus Milesius	 V/IV a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHILISTID.	Philistides	 	 	 historicus 	 	 	 	 	 				
PHILISTIO LOCRIUS	Philistio Locrius	 IV a. C. 	 	 medicus	 	 	 	 	 				
PHILIST.	Philistus	 V/IV a. C. 	 	 historicus 	 	 	 	 	 				
PHILITAS	Philitas	 	 		 	 	 	 	 				
PH. EPIC.	Philo	 heleníst. 	 	 epicus 	 	 	 	 	 				
PH. HIST.	Philo	 III a. C. 	 	 historicus 	 	 	 	 	 				
PH.	Philo	 III/II a. C. 	 	 mechanicus 	 	 	 	 	 				
	 	 	 	 	Bel 	Belopoeica 	 	 	 				
	 	 	 	 	Mech 	Mechanica 	 	 	 				
PHILO BYBLIUS	Philo Byblius	 	 	 historicus	 	 	 	 	 				
PH. BYZ.	Philo Byzantius	 III/IV d. C. 	 	 paradoxographus 	 	 	 	 	 				
	 	 	 	 	Mir 	de septem miraculis 	 	 	 				
PH. CARP.	Philo Carpasianus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Cant 	Enarratio in Ca 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Eucarpium 	 	 	 				
PH. HERACL.	Philo Heracleensis	 III a. C. 	 	 paradoxographus 	 	 	 	 	 				
PH. $2	Philo Iudaeus	 I a. C. /	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Fr. D 	Fragmenta de Deo 	 	 	 				
	 	 	 	 	Fr. Ex 	Fragmenta in Ex 	 	 	 				
	 	 	 	 	Fr. Gen 	Quaestiones in Ge 	 	 	 				
	 	 	 	 	Hypoth 	Hypothetica 	 	 	 				
	 	 	 	 	Prou 	de prouidentia 	 	 	 				
	 	 	 	 	Qu. Gen 	Quaestiones in Ge 	 	 	 				
PH. MET.	Philo Metapontius	 heleníst. 	 	 poeta 	 	 	 	 	 				
PH. TARS.	Philo Tarsensis	 	 	 medicus 	 	 	 	 	 				
PHILOCH.	Philochorus	 IV/III a. C. 	 	 historicus 	 	 	 	 	 				
PHILOCLES	Philocles	 II a. C. 	 	 comicus	 	 	 	 	 				
PHILOCL.	Philocles	 V a. C. 	 	 tragicus 	 	 	 	 	 				
PHILOCR.	Philocrates	 IV a. C. 	 	 historicus 	 	 	 	 	 				
PHILOD. SCARPH.	Philodamus Scarpheus	 IV a. C. 	 	 lyricus 	 	 	 	 	 				
PHLD.	Philodemus	 I a. C. 	 	 epicureus 	 	 	 	 	 				
	 	 	 	 	Acad. Hist 	Academicorum Historia 	 	 	 				
	 	 	 	 	Adul 	de adulatione 	 	 	 				
	 	 	 	 	Coll 	de colloquio 	 	 	 				
	 	 	 	 	Cont 	ad contubernales 	 	 	 				
	 	 	 	 	D 	de diis liber primus et tertius 	 	 	 				
	 	 	 	 	Diu 	de diuitiis liber primus 	 	 	 				
	 	 	 	 	Elect 	de electionibus et fugis 	 	 	 				
	 	 	 	 	Epicur 	de Epicuro liber primus (?) et secundus 	 	 	 				
	 	 	 	 	Epicur. Fr 	Fragmenta incertorum operum de Epicuro 	 	 	 				
	 	 	 	 	Epicur. Tract 	Tractatus de Epicuro et aliis 	 	 	 				
	 	 	 	 	Grat 	de grato animo 	 	 	 				
	 	 	 	 	Herc 	uaria opera aliubi non edita 	 	 	 				
	 	 	 	 	Hom 	de bono rege secundum Homerum 	 	 	 				
	 	 	 	 	Ins 	de insania 	 	 	 				
	 	 	 	 	Inu 	de inuidia 	 	 	 				
	 	 	 	 	Ir 	de ira 	 	 	 				
	 	 	 	 	Lib 	de libertate dicendi 	 	 	 				
	 	 	 	 	Log. Libr 	logicorum librorum fragmenta 	 	 	 				
	 	 	 	 	Mort 	de morte liber quartus 	 	 	 				
	 	 	 	 	Oec 	de oeconomia 	 	 	 				
	 	 	 	 	Piet 	de pietate 	 	 	 				
	 	 	 	 	Prou 	de prouidentia 	 	 	 				
	 	 	 	 	Rh 	Volumina rhetorica 	 	 	 				
	 	 	 	 	Rh. Fr 	Fragmenta uoluminum rhetoricorum 	 	 	 				
	 	 	 	 	Sens 	de sensibus 	 	 	 				
	 	 	 	 	Sign 	de signis 	 	 	 				
	 	 	 	 	Socr 	de secta socratica 	 	 	 				
	 	 	 	 	Sto 	de Stoicis 	 	 	 				
	 	 	 	 	Stoic. Hist 	Stoicorum Historia 	 	 	 				
	 	 	 	 	Vit 	de uitiis liber decimus (de superbia) 	 	 	 				
PHILOL.	Philolaus	 V a. C. 	 	 philosophus 	 	 	 	 	 				
PHILOMNEST.	Philomnestus	 	 	 historicus 	 	 	 	 	 				
PHILONID.	Philonides	 V a. C. 	 	 comicus 	 	 	 	 	 				
PHILONID. II	Philonides II	 	 	 comicus 	 	 	 	 	 				
PHILONID. $2	Philonides Dyrrachinus	 I d. C. 	 	 medicus 	 	 	 	 	 				
PHLP.	Philoponus, Iohannes	 VI d. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Aet 	de aeternitate mundi 	 	 	 				
	 	 	 	 	Astrol 	de usu astrolabii 	 	 	 				
	 	 	 	 	Comp 	Compendium 	 	 	 				
	 	 	 	 	in APo 	in Aristotelis Analytica Posteriora commentaria 	 	 	 				
	 	 	 	 	in APr 	in Aristotelis Analytica Priora commentaria 	 	 	 				
	 	 	 	 	in Arith. Intr 	in Nicomachi Arithmeticam Introductionem 	 	 	 				
	 	 	 	 	in Cat 	Philoponi (olim Ammonii) in Aristotelis Categorias commentarium 	 	 	 				
	 	 	 	 	in de An 	in Aristotelis de Anima libros commentaria 	 	 	 				
	 	 	 	 	in GA 	Philoponi (olim Michaelis Ephesii) in libros de Generatione Animalium commentaria 	 	 	 				
	 	 	 	 	in Mete 	in Aristotelis Meteorologicorum librum primum commentarium 	 	 	 				
	 	 	 	 	in GC 	in Aristotelis libros de Generatione et Corruptione commentaria 	 	 	 				
	 	 	 	 	in Ph 	in Aristotelis Physica commentaria 	 	 	 				
	 	 	 	 	Opif 	de opificio mundi 	 	 	 				
	 	 	 	 	Ton 	Tonica praetexta 	 	 	 				
PHILOSTEPH. COM.	Philostephanus	 III/II a. C. ?	 	 comicus 	 	 	 	 	 				
PHILOSTEPH. HIST.	Philostephanus	 III a. C. 	 	 historicus 	 	 	 	 	 				
PHILOST.	Philostorgius	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
PHILOSTR.	Philostratus	 II/III d. C. 	 	 sophista 	 	 	 	 	 				
	 	 	 	 	Dial 	Dialexeis 	 	 	 				
	 	 	 	 	VA 	Vita Apollonii 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Gym 	de gymnastica 	 	 	 				
	 	 	 	 	Her 	Heroicus 	 	 	 				
PHILOSTR. HIST.	Philostratus Atheniensis	 III d. C. 	 	 historicus 	 	 	 	 	 				
PHILOSTR. IUN.	Philostratus Iunior	 III d. C. 	 	 sophista 	 	 	 	 	 				
	 	 	 	 	Im 	Imagines 	 	 	 				
PHILOSTR. $2	Philostratus Maior	 III d. C. 	 	 sophista 	 	 	 	 	 				
	 	 	 	 	Im 	Imagines 	 	 	 				
PHILOX.	Philoxenus	 III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
PHILOX. GRAMM.	Philoxenus	 I a. C. 	 	 grammaticus 	 	 	 	 	 				
PHILOXEN.	Philoxenus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
PHILOX. CYTH.	Philoxenus Cytherius	 V/IV a. C. 	 	 lyricus 	 	 	 	 	 				
PHILOX. LEUC.	Philoxenus Leucadius	 V/IV a. C. 	 	 lyricus 	 	 	 	 	 				
PHILTEAS	Philteas	 IV a. C. ?	 	 historicus	 	 	 	 	 				
PHILUM.	Philumenus	 II d. C. 	 	 medicus 	 	 	 	 	 				
	 	 	 	 	Ven 	de uenenatis animalibus 	 	 	 				
PHILYLL.	Philyllius	 V/IV a. C. 	 	 comicus 	 	 	 	 	 				
PHINT.	Phintys	 III a. C. 	 	 pythagorica 	 	 	 	 	 				
PHLEG.	Phlego Trallianus	 II d. C. 	 	 paradoxographus 	 	 	 	 	 				
PHOCAS	Phocas	 	 	 diaconus	 	 	 	 	 				
PHOC.	Phocylides	 VI a. C. 	 	 lyricus 	 	 	 	 	 				
PS. PHOC.	Pseudo Phocylides	 I d. C. 	 	 	 	 	 	 	 				
PHOEB.	Phoebammo	 V/VI d. C. 	 	 rhetor 	 	 	 	 	 				
	 	 	 	 	Fig 	de figuris 	 	 	 				
PHOENICID.	Phoenicides	 III a. C. 	 	 comicus 	 	 	 	 	 				
PHOEN. ANON.	Phoenicii	 	 	 anonymi 	 	 	 	 	 				
PHOEN.	Phoenix	 III a. C. 	 	 iambographus 	 	 	 	 	 				
PHORMUS	Phormus	 VI/V a. C. 	 	 comicus (Phorm. )	 	 	 	 	 				
PHORONIS	Phoronis	 VII/VI a. C. 	 	 poema epicum	 	 	 	 	 				
PHOTINUS	Photinus	 IV d. C. 	 	 et alii	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
PHOT.	Photius	 IX d. C. 	 	 lexicographus 	 	 	 	 	 				
	 	 	 	 	Bibl 	Bibliotheca 	 	 	 				
PHOT. TYR.	Photius Tyrius	 V d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Libell 	Libellus 	 	 	 				
	 	 	 	 	Supplic 	Supplicatio 	 	 	 				
PHRYN.	Phrynicus	 II d. C. 	 	 atticista 	 	 	 	 	 				
	 	 	 	 	PS 	Praeparatio Sophistica 	 	 	 				
	 	 	 	 	PS Fr 	Fragmenta 	 	 	 				
PHRYN. COM.	Phrynichus	 V a. C. 	 	 comicus 	 	 	 	 	 				
PHRYN. TRAG.	Phrynichus	 VI/V a. C. 	 	 tragicus 	 	 	 	 	 				
	 	 	 	 	Fr. Lyr 	Fragmentum lyricum 	 	 	 				
PHRYN. ATHEN.	Phrynichus Atheniensis	 	 	 tragicus 	 	 	 	 	 				
PHYLARCH.	Phylarchus	 III a. C. 	 	 historicus 	 	 	 	 	 				
PHYLARCH. $2	Phylarchus	 heleníst. 	 	 lyricus 	 	 	 	 	 				
PHYLOTIM.	Phylotimus	 IV/III a. C. 	 	 medicus 	 	 	 	 	 				
PHYSIOG.	Physiognomonici	 	 	 	 	 	 	 	 				
PHYS.	Physiologus Graecus	 II d. C. 	 	 	 	 	 	 	 				
PIER.	Pierius Alexandrinus	 III d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
PIGRES CARIUS	Pigres Carius	 	 	 elegiacus	 	 	 	 	 				
PI.	Pindarus	 VI/V a. C. 	 	 lyricus 	 	 	 	 	 				
	 	 	 	 	I 	Isthmia 	 	 	 				
	 	 	 	 	N 	Nemea 	 	 	 				
	 	 	 	 	O 	Olympia 	 	 	 				
	 	 	 	 	P 	Pythia 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	 Sch 	 Scholia uetera 	 	 	 				
PINNES	Pinnes	 IV d. C. 	 	 scriptor ecclesiasticus	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
PINYTUS	Pinytus	 I d. C. 	 	 epigrammaticus	 	 	 	 	 				
PION.	Pionius	 III d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	V. Polyc 	Vita Polycarpi 	 	 	 				
PISAND. MYTH.	Pisander	 heleníst. 	 	 mythographus 	 	 	 	 	 				
PISAND.	Pisander Camirensis	 VII a. C. 	 	 epicus 	 	 	 	 	 				
PISANDER LAR.	Pisander Larandeus	 imper. 	 	 epicus 	 	 	 	 	 				
PISISTRATUS	Pisistratus	 VI a. C. 	 	 epistolographus 	 	 	 	 	 				
PISO	Piso	 I/II d. C. 	 	 epigrammaticus	 	 	 	 	 				
PITTAC.	Pittacus	 VII/	 	 lyricus 	 	 	 	 	 				
PIUS	Pius	 II/III d. C. 	 	 grammaticus	 	 	 	 	 				
PLACIT.	Placita Philosophorum	 	 	 	 	 	 	 	 				
PLAC.	Placitus Sextus	 IV d. C. 	 	 medicus 	 	 	 	 	 				
PL. COM.	Plato	 V/IV a. C. 	 	 comicus 	 	 	 	 	 				
PL.	Plato	 V/IV a. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Alc 	Alcibiades 	 	 	 				
	 	 	 	 	Amat 	Amatores 	 	 	 				
	 	 	 	 	Ap 	Apologia 	 	 	 				
	 	 	 	 	Ax 	Axiochus 	 	 	 				
	 	 	 	 	Chrm 	Charmides 	 	 	 				
	 	 	 	 	Clit 	Clitopho 	 	 	 				
	 	 	 	 	Cra 	Cratylus 	 	 	 				
	 	 	 	 	Cri 	Crito 	 	 	 				
	 	 	 	 	Criti 	Critias 	 	 	 				
	 	 	 	 	Def 	Definitiones 	 	 	 				
	 	 	 	 	Demod 	Demodocus 	 	 	 				
	 	 	 	 	Erx 	Eryxias 	 	 	 				
	 	 	 	 	Euthd 	Euthydemus 	 	 	 				
	 	 	 	 	Euthphr 	Euthyphro 	 	 	 				
	 	 	 	 	Hipparch 	Hipparchus 	 	 	 				
	 	 	 	 	Hp. Ma. , Mi 	Hippias Maior, Minor 	 	 	 				
	 	 	 	 	Io 	Io 	 	 	 				
	 	 	 	 	Iust 	de iusto 	 	 	 				
	 	 	 	 	La 	Laches 	 	 	 				
	 	 	 	 	Ly 	Lysis 	 	 	 				
	 	 	 	 	Min 	Minos 	 	 	 				
	 	 	 	 	Mx 	Menexenus 	 	 	 				
	 	 	 	 	Phd 	Phaedo 	 	 	 				
	 	 	 	 	Phdr 	Phaedrus 	 	 	 				
	 	 	 	 	Prt 	Protagoras 	 	 	 				
	 	 	 	 	R 	Respublica 	 	 	 				
	 	 	 	 	Sis 	Sisyphus 	 	 	 				
	 	 	 	 	Smp 	Symposium 	 	 	 				
	 	 	 	 	Thg 	Theages 	 	 	 				
	 	 	 	 	Ti 	Timaeus 	 	 	 				
	 	 	 	 	Virt 	de uirtute 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Epin 	Epinomis 	 	 	 				
	 	 	 	 	Grg 	Gorgias 	 	 	 				
	 	 	 	 	Lg 	Leges 	 	 	 				
	 	 	 	 	Men 	Meno 	 	 	 				
	 	 	 	 	Phlb 	Philebus 	 	 	 				
	 	 	 	 	Plt 	Politicus 	 	 	 				
	 	 	 	 	Prm 	Parmenides 	 	 	 				
	 	 	 	 	Sph 	Sophista 	 	 	 				
	 	 	 	 	Tht 	Theaetetus 	 	 	 				
	 	 	 	 	Epigr 	Epigrammata 	 	 	 				
	 	 	 	 	Fr. Trag 	Fragmenta Tragoediarum 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
PL. IUN.	Plato Iunior	 	 	 epigrammaticus 	 	 	 	 	 				
PLATON.	Platonius	 	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	Diff 	de differentia comoediarum 	 	 	 				
PLAUT.	Plautus	 III/II a. C. 	 	 comicus latinus 	 	 	 	 	 				
	 	 	 	 	Amph 	Amphitruo 	 	 	 				
	 	 	 	 	As 	Asinaria 	 	 	 				
	 	 	 	 	Aul 	Aulularia 	 	 	 				
	 	 	 	 	Bac 	Bacchides 	 	 	 				
	 	 	 	 	Capt 	Captiui 	 	 	 				
	 	 	 	 	Cas 	Casina 	 	 	 				
	 	 	 	 	Cist 	Cistellaria 	 	 	 				
	 	 	 	 	Cur 	Curculio 	 	 	 				
	 	 	 	 	Epid 	Epidicus 	 	 	 				
	 	 	 	 	Men 	Menaechmi 	 	 	 				
	 	 	 	 	Mer 	Mercator 	 	 	 				
	 	 	 	 	Mil 	Miles gloriosus 	 	 	 				
	 	 	 	 	Mos 	Mostellaria 	 	 	 				
	 	 	 	 	Per 	Persa 	 	 	 				
	 	 	 	 	Poen 	Poenulus 	 	 	 				
	 	 	 	 	Ps 	Pseudolus 	 	 	 				
	 	 	 	 	Rud 	Rudens 	 	 	 				
	 	 	 	 	St 	Stichus 	 	 	 				
	 	 	 	 	Trin 	Trinummus 	 	 	 				
	 	 	 	 	Truc 	Truculentus 	 	 	 				
	 	 	 	 	Vid 	Vidularia 	 	 	 				
PLIN. MED.	Plinius	 IV d. C. 	 	 medicus 	 	 	 	 	 				
PLIN.	Plinius	 I d. C. 	 	 rerum naturalium scriptor latinus 	 	 	 	 	 				
PLIN. $2	Plinius Caecilius Secundus	 I/II d. C. 	 	 epistolographus latinus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Paneg 	Panegyricus Traiani 	 	 	 				
PLISTONICUS	Plistonicus	 III a. c. 	 	 medicus	 	 	 	 	 				
PLOT.	Plotinus	 III d. C. 	 	 philosophus 	 	 	 	 	 				
PLU.	Plutarchus	 I/II d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Aem 	Aemilius Paulus 	 	 	 				
	 	 	 	 	Ages 	Agesilaus 	 	 	 				
